,x,y,z
0,0.0,0.0,-2.9121668338775635
1,-1.1882387399673462,-6.722027778625488,-12.598774909973145
2,-1.1962804794311523,-6.723072052001953,-12.598755836486816
3,-1.2012028694152832,-6.723711013793945,-12.598731994628906
4,-1.2059787511825562,-6.724330425262451,-12.598700523376465
5,-1.209958553314209,-6.724846363067627,-12.59866714477539
6,-6.35842227935791,-6.7602152824401855,-16.927867889404297
7,-6.358493804931641,-6.7602152824401855,-16.93088722229004
8,-6.358543872833252,-6.7602152824401855,-16.93114471435547
9,-6.358592510223389,-6.7602152824401855,-16.930469512939453
10,-6.358632564544678,-6.7602152824401855,-16.929414749145508
11,-19.20469093322754,-15.611122131347656,-19.268991470336914
