,x,y,z
0,0.0,0.0,-3.0551161766052246
1,0.0,0.0,-2.8998048305511475
2,0.0,0.0,-2.8996877670288086
3,0.0,0.0,-2.8996059894561768
4,0.0,0.0,-2.899524211883545
5,0.0,0.0,-2.8994429111480713
6,0.0,0.0,-7.95719051361084
7,0.0,0.0,-8.099502563476562
8,0.0,0.0,-8.224970817565918
9,0.0,0.0,-8.351287841796875
10,0.0,0.0,-8.478426933288574
11,0.0,0.0,-8.606362342834473
12,0.0,0.0,-23.977479934692383
13,0.0,0.0,-24.126131057739258
14,0.0,0.0,-24.274791717529297
15,0.0,0.0,-24.4234619140625
16,0.0,0.0,-24.5509033203125
17,0.0,0.0,-24.699594497680664
18,0.0,0.0,-24.848291397094727
19,0.0,0.0,-24.996999740600586
20,0.0,0.0,-39.262386322021484
21,0.0,0.0,-39.41117477416992
22,0.0,0.0,-39.55996322631836
23,0.0,0.0,-39.7087516784668
24,0.0,0.0,-39.857540130615234
25,0.0,0.0,-40.00632858276367
26,0.0,0.0,-40.13386154174805
27,0.0,0.0,-55.13311004638672
28,0.0,0.0,-55.30297088623047
29,0.0,0.0,-55.45159912109375
30,0.0,0.0,-55.57899475097656
31,0.0,0.0,-55.727622985839844
32,0.0,0.0,-55.897483825683594
33,0.0,0.0,-56.046112060546875
34,0.0,0.0,-70.15869140625
35,0.0,0.0,-70.30715942382812
36,0.0,0.0,-70.45562744140625
37,0.0,0.0,-70.60409545898438
38,0.0,0.0,-70.7525634765625
39,0.0,0.0,-70.90103149414062
40,0.0,0.0,-71.04949951171875
41,0.0,0.0,-84.2361068725586
42,0.0,0.0,-84.40560150146484
43,0.0,0.0,-84.53272247314453
44,0.0,0.0,-84.6810302734375
45,0.0,0.0,-84.82933807373047
46,0.0,0.0,-84.95645904541016
47,0.0,0.0,-85.10476684570312
48,0.0,0.0,-85.2530746459961
49,0.0,0.0,-96.8594970703125
50,0.0,0.0,-97.00769805908203
51,0.0,0.0,-97.15589904785156
52,0.0,0.0,-97.3041000366211
53,0.0,0.0,-97.45230102539062
54,0.0,0.0,-97.57933044433594
55,0.0,0.0,-97.72753143310547
56,0.0,0.0,-110.10614776611328
57,0.0,0.0,-110.25418853759766
58,0.0,0.0,-110.40222930908203
59,0.0,0.0,-110.5502700805664
60,0.0,0.0,-110.677001953125
61,0.0,0.0,-110.82160186767578
62,0.0,0.0,-110.9614028930664
63,-5.797379016876221,2.2863115134441614e-07,-115.55577850341797
64,-5.997549057006836,2.382993926630661e-07,-115.6156234741211
65,-6.175309658050537,2.4672547738191497e-07,-115.66764068603516
66,-6.355485439300537,2.5511658918730973e-07,-115.71923065185547
67,-6.511826038360596,2.622786325900961e-07,-115.76313018798828
68,-6.696425914764404,2.705961321680661e-07,-115.8139419555664
69,-6.883378505706787,2.7886943598787184e-07,-115.8642807006836
70,-7.072663307189941,2.8709541766147595e-07,-115.91412353515625
71,-26.197086334228516,9.229818829226133e-07,-117.3432846069336
72,-26.52375602722168,9.318747515862924e-07,-117.3280029296875
73,-26.85197639465332,9.407074230693979e-07,-117.311767578125
74,-27.181739807128906,9.494675055066182e-07,-117.29458618164062
75,-27.51304054260254,9.581423228155472e-07,-117.27645111083984
76,-27.84587287902832,9.667191989137791e-07,-117.25736999511719
77,-28.18022918701172,9.751854577189079e-07,-117.23735809326172
78,-28.468029022216797,9.823446589507512e-07,-117.2194595336914
79,-55.37069320678711,1.2856445437137154e-06,-113.61203002929688
80,-55.79854965209961,1.2844245702581247e-06,-113.5327377319336
81,-56.22749328613281,1.283050664824259e-06,-113.45275115966797
82,-56.65752029418945,1.2815312402381096e-06,-113.37207794189453
83,-57.088623046875,1.279890170735598e-06,-113.29071044921875
