,x,y,z
0,0.0,0.0,1.0056021213531494
1,0.0,0.0,1.3925472497940063
2,0.0,0.0,1.392694115638733
3,0.0,0.0,1.3927583694458008
4,0.0,0.0,1.3928226232528687
5,0.0,0.0,1.3928868770599365
6,0.0,0.0,1.3929511308670044
7,0.0,0.0,-1.1886074542999268
8,0.0,0.0,-1.2126824855804443
9,0.0,0.0,-1.233744740486145
10,0.0,0.0,-1.2548038959503174
11,0.0,0.0,-1.2758601903915405
12,0.0,0.0,-1.2969138622283936
13,0.0,0.0,-3.7716922760009766
14,0.0,0.0,-3.792630672454834
15,0.0,0.0,-3.8135690689086914
16,0.0,0.0,-3.834507465362549
17,0.0,0.0,-3.8554458618164062
18,0.0,0.0,-3.8763842582702637
19,0.0,0.0,-3.897322654724121
20,0.0,0.0,-3.918260335922241
21,0.0,0.0,-3.936206102371216
22,0.0,0.0,-3.9571428298950195
23,0.0,0.0,-3.9780795574188232
24,0.0,0.0,-3.999016284942627
25,0.0,0.0,-6.256767272949219
26,0.0,0.0,-6.277698993682861
27,0.0,0.0,-6.298630714416504
28,0.0,0.0,-6.3195624351501465
29,0.0,0.0,-6.337503910064697
30,0.0,0.0,-6.35843563079834
31,0.0,0.0,-6.379367351531982
32,0.0,0.0,-6.400299072265625
33,0.0,0.0,-6.421230792999268
34,0.0,0.0,-6.44216251373291
35,0.0,0.0,-6.463094234466553
36,0.0,0.0,-6.484025955200195
37,0.0,0.0,-6.504957675933838
38,0.0,0.0,-8.203384399414062
39,0.0,0.0,-8.224312782287598
40,0.0,0.0,-8.245241165161133
41,0.0,0.0,-8.266169548034668
42,0.0,0.0,-8.28410816192627
43,0.0,0.0,-8.305036544799805
44,0.0,0.0,-8.32596492767334
45,0.0,0.0,-8.346893310546875
46,0.0,0.0,-8.364831924438477
47,0.0,0.0,-8.388750076293945
48,0.0,0.0,-8.406688690185547
49,0.0,0.0,-8.427617073059082
50,0.0,0.0,-8.448545455932617
51,0.0,0.0,-8.469473838806152
52,0.0,0.0,-8.490402221679688
53,0.0,0.0,-8.511330604553223
54,0.0,0.0,-8.532258987426758
55,0.0,0.0,-11.327068328857422
56,0.0,0.0,-11.351009368896484
57,0.0,0.0,-11.371953010559082
58,0.0,0.0,-11.38990306854248
59,0.0,0.0,-11.410844802856445
60,0.0,0.0,-11.43178653717041
61,0.0,0.0,-11.452728271484375
62,0.0,0.0,-11.47367000579834
63,0.0,0.0,-11.491620063781738
64,0.0,0.0,-11.512561798095703
65,0.0,0.0,-11.533503532409668
66,0.0,0.0,-11.554445266723633
67,0.0,0.0,-11.575387001037598
68,0.0,0.0,-11.596328735351562
69,0.0,0.0,-13.929007530212402
