,x,y,z
0,0.0,0.0,-2.7563812732696533
1,0.0,0.0,-3.8190529346466064
2,0.0,0.0,-3.8497774600982666
3,0.0,0.0,-3.8712687492370605
4,0.0,0.0,-3.8927478790283203
5,0.0,0.0,-3.9142138957977295
6,0.0,0.0,-3.9356679916381836
7,0.0,0.0,-3.9571104049682617
8,0.0,0.0,-4.985605239868164
9,0.0,0.0,-5.006701946258545
10,0.0,0.0,-5.024782180786133
11,0.0,0.0,-5.045872211456299
12,0.0,0.0,-5.066958427429199
13,0.0,0.0,-5.088041305541992
14,0.0,0.0,-5.109120845794678
15,0.0,0.0,-6.621323585510254
16,0.0,0.0,-6.645276069641113
17,0.0,0.0,-6.663240432739258
18,0.0,0.0,-6.68419885635376
19,0.0,0.0,-6.705155849456787
20,0.0,0.0,-6.723117351531982
21,0.0,0.0,-6.744072437286377
22,0.0,0.0,-6.7650275230407715
23,0.0,0.0,-6.785982608795166
24,0.0,0.0,-6.8069376945495605
25,0.0,0.0,-6.8278913497924805
26,0.0,0.0,-7.991743564605713
27,0.0,0.0,-8.012679100036621
28,0.0,0.0,-8.033614158630371
29,0.0,0.0,-8.051558494567871
30,0.0,0.0,-8.072493553161621
31,0.0,0.0,-8.093428611755371
32,0.0,0.0,-8.111372947692871
33,0.0,0.0,-8.132308006286621
34,0.0,0.0,-8.156233787536621
35,0.0,0.0,-8.177168846130371
36,0.0,0.0,-8.198103904724121
37,0.0,0.0,-8.219038963317871
38,0.0,0.0,-8.488184928894043
39,0.0,0.0,-8.513742446899414
40,0.0,0.0,-8.53611946105957
41,0.0,0.0,-8.558492660522461
42,0.0,0.0,-8.580850601196289
43,0.0,0.0,-8.603189468383789
44,0.0,0.0,-8.625503540039062
45,0.0,0.0,-8.647791862487793
46,0.0,0.0,-8.666873931884766
47,0.0,0.0,-11.296035766601562
48,0.0,0.0,-11.320045471191406
49,0.0,0.0,-11.34105396270752
50,0.0,0.0,-11.362062454223633
51,0.0,0.0,-11.383065223693848
52,0.0,0.0,-11.404067039489746
53,0.0,0.0,-11.425068855285645
54,0.0,0.0,-11.446070671081543
55,0.0,0.0,-11.464068412780762
56,0.0,0.0,-11.485063552856445
57,0.0,0.0,-11.506058692932129
58,0.0,0.0,-11.527053833007812
59,0.0,0.0,-11.54804801940918
60,0.0,0.0,-11.569036483764648
61,0.0,0.0,-13.152918815612793
62,0.0,0.0,-13.173860549926758
63,0.0,0.0,-13.194802284240723
64,0.0,0.0,-13.215744018554688
65,0.0,0.0,-13.236685752868652
66,0.0,0.0,-13.257627487182617
67,0.0,0.0,-13.278569221496582
68,0.0,0.0,-13.29651927947998
69,0.0,0.0,-13.317461013793945
70,0.0,0.0,-13.33840274810791
71,-5.673542022705078,14.120692253112793,-17.477474212646484
72,-5.76871395111084,14.357563972473145,-17.49069595336914
73,-5.8509087562561035,14.56213665008545,-17.505168914794922
74,-5.932003498077393,14.763972282409668,-17.522315979003906
75,-6.000579357147217,14.934648513793945,-17.53911590576172
76,-6.079432487487793,15.130906105041504,-17.561159133911133
77,-6.156992435455322,15.323944091796875,-17.58578872680664
78,-10.628920555114746,26.49437141418457,-21.167236328125
79,-10.637614250183105,26.519704818725586,-21.16716766357422
80,-10.645295143127441,26.542240142822266,-21.16710662841797
81,-10.651026725769043,26.559154510498047,-21.16706085205078
82,-10.657682418823242,26.57889747619629,-21.167007446289062
83,-10.665247917175293,26.60147476196289,-21.166946411132812
84,-14.15919017791748,39.604759216308594,-24.65715217590332
85,-14.225582122802734,39.855159759521484,-24.6739501953125
86,-14.283687591552734,40.074310302734375,-24.685861587524414
87,-17.569656372070312,52.474002838134766,-27.774133682250977
88,-17.57646369934082,52.49970626831055,-27.774261474609375
89,-17.582399368286133,52.522117614746094,-27.774368286132812
90,-17.587472915649414,52.54127502441406,-27.774456024169922
91,-17.59337615966797,52.56356430053711,-27.77454948425293
92,-17.599260330200195,52.58578872680664,-27.774642944335938
93,-17.60512924194336,52.60795211791992,-27.77472686767578
94,-17.61014747619629,52.62689971923828,-27.774795532226562
95,-17.61598777770996,52.648948669433594,-27.77487564086914
96,-18.01881980895996,59.11066436767578,-29.03196144104004
97,-18.00229263305664,59.34286880493164,-29.132205963134766
98,-17.99309539794922,59.472103118896484,-29.186702728271484
99,-17.98504638671875,59.585182189941406,-29.233652114868164
100,-17.975467681884766,59.71977996826172,-29.28866958618164
101,-17.965686798095703,59.857215881347656,-29.343900680541992
102,-17.124719619750977,71.67320251464844,-32.36616897583008
103,-17.12187385559082,71.71318054199219,-32.36643600463867
104,-17.119766235351562,71.7427978515625,-32.366573333740234
105,-17.117334365844727,71.7769775390625,-32.36667251586914
106,-17.11458969116211,71.8155288696289,-32.36670684814453
107,-17.11221694946289,71.8488540649414,-32.36668014526367
108,-17.10987091064453,71.88180541992188,-32.36660385131836
109,-17.10755157470703,71.91438293457031,-32.366477966308594
110,-17.105257034301758,71.94660949707031,-32.36630630493164
111,-15.149447441101074,77.88604736328125,-32.46070098876953
112,-15.139293670654297,77.91075897216797,-32.460784912109375
113,-15.13277816772461,77.92662048339844,-32.46082305908203
114,-15.12622356414795,77.94257354736328,-32.460716247558594
115,-15.119654655456543,77.95854187011719,-32.460506439208984
116,-15.114035606384277,77.97222137451172,-32.460357666015625
117,-14.84868049621582,78.6146011352539,-27.82719612121582
118,-14.84868049621582,78.6146011352539,-27.79707908630371
119,-14.84868049621582,78.6146011352539,-27.775997161865234
120,-14.84868049621582,78.6146011352539,-27.75792694091797
121,-14.84868049621582,78.6146011352539,-27.736845016479492
122,-14.84868049621582,78.6146011352539,-27.715763092041016
123,-14.84868049621582,78.6146011352539,-27.69468116760254
124,-14.84868049621582,78.6146011352539,-27.673599243164062
125,-14.84868049621582,78.6146011352539,-23.89173698425293
126,-14.84868049621582,78.6146011352539,-23.867673873901367
127,-14.84868049621582,78.6146011352539,-23.84661865234375
128,-14.84868049621582,78.6146011352539,-23.825563430786133
129,-14.84868049621582,78.6146011352539,-23.804508209228516
130,-14.84868049621582,78.6146011352539,-23.7834529876709
131,-14.84868049621582,78.6146011352539,-23.765405654907227
132,-14.84868049621582,78.6146011352539,-23.74435043334961
133,-14.84868049621582,78.6146011352539,-23.723295211791992
134,-14.84868049621582,78.6146011352539,-23.702239990234375
135,-14.84868049621582,78.6146011352539,-13.821325302124023
136,-14.84868049621582,78.6146011352539,-13.79124641418457
137,-14.84868049621582,78.6146011352539,-13.770191192626953
138,-14.84868049621582,78.6146011352539,-13.752143859863281
139,-14.84868049621582,78.6146011352539,-13.731088638305664
140,-14.84868049621582,78.6146011352539,-13.710033416748047
141,-14.84868049621582,78.6146011352539,-13.68897819519043
142,-14.84868049621582,78.6146011352539,-13.670930862426758
143,-14.84868049621582,78.6146011352539,-13.64987564086914
144,-14.84868049621582,78.6146011352539,-11.258604049682617
145,-14.84868049621582,78.6146011352539,-11.237548828125
146,-14.84868049621582,78.6146011352539,-11.216493606567383
147,-14.84868049621582,78.6146011352539,-11.198446273803711
148,-14.84868049621582,78.6146011352539,-11.177391052246094
149,-14.84868049621582,78.6146011352539,-11.156335830688477
150,-14.84868049621582,78.6146011352539,-11.132272720336914
151,-14.84868049621582,78.6146011352539,-11.111217498779297
152,-14.84868049621582,78.6146011352539,-11.09016227722168
153,-14.84868049621582,78.6146011352539,-11.072114944458008
154,-14.84868049621582,78.6146011352539,-8.019107818603516
155,-14.84868049621582,78.6146011352539,-7.99805212020874
156,-14.84868049621582,78.6146011352539,-7.976993560791016
157,-14.84868049621582,78.6146011352539,-7.955935001373291
158,-14.84868049621582,78.6146011352539,-7.934876441955566
159,-14.84868049621582,78.6146011352539,-7.913817882537842
160,-14.84868049621582,78.6146011352539,-7.892759323120117
161,-14.84868049621582,78.6146011352539,-7.874709129333496
162,-14.84868049621582,78.6146011352539,-7.8536505699157715
163,-14.84868049621582,78.6146011352539,-7.832592010498047
